报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期,stock_code
20050930,267840379.13,256540931.98,,,,,,263312930.44,207377442.75,,,,,,,,,-2505460.06,,11110454.74,33660183.28,13670309.73,,,,,,,,,,,,,,,11299447.15,,4527448.69,348957.21,,834280.55,,4042125.35,,,4042125.35,,,4042125.35,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20061020,CNY,合并期末,2020-03-13T09:00:40,000595
20050630,175147829.64,167302914.01,,,,,,172766123.25,138238419.42,,,,,,,,,-3260822.73,,7346016.35,21910583.07,8531927.14,,,,,,,,,,,,,,,7844915.63,,2381706.39,292313.46,,648983.08,,2025036.77,,,2025036.77,,,2025036.77,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060811,CNY,合并期末,2020-03-13T09:00:40,000595
20050331,85604941.81,81383235.49,,,,,,85347237.61,67269199.49,,,,,,,,,719358.19,,2600618.04,11412231.99,3345829.9,,,,,,,,,,,,,,,4221706.32,,257704.2,220350.5,,360089.05,,117965.65,,,117965.65,,,117965.65,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060422,CNY,合并期末,2020-03-13T09:00:40,000595
20041231,313139288.03,302855267.29,,,,,,341008696.5,237437631.68,,,,,,,,,2354765.8,,14286951.01,67711848.45,19217499.56,,,-1404073.15,,,,,,,,45672789.92,,,,10284020.74,,16399308.3,4578904.51,,15957760.8,,5020452.01,,,5020452.01,,,5020452.01,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20060403,CNY,合并期末,2020-03-13T09:00:40,000595
20040930,236273967.79,227522593.16,,,,,,254252918.86,173353828.67,,,,,,,,,1821363.1,,9732422.04,54537912.45,14807392.6,,,-14680.95,,,,,,,,45672789.92,,,,8751374.63,,27679157.9,1236049.21,,14229680.82,,14685526.29,7671523.42,,7014002.87,,,7014002.87,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20051021,CNY,合并期末,2020-03-13T09:00:40,000595
20040630,149095665.79,143381062.52,,,,,,144291532.69,107891263.49,,,,,,,,,1344994.4,,6056504.9,19168829.52,9829940.38,,,38775.12,,,,,,,,,,,,5714603.27,,4842908.22,1084584.4,,4034429.46,,1893063.16,480019.75,,1413043.41,,,1413043.41,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20050816,CNY,合并期末,2020-03-13T09:00:40,000595
20040331,69473507.04,68028060.03,,,,,,68475779.39,49036155.49,,,,,,,,,741277.86,,2777903.58,11393590.24,4526852.22,,,,,,,,,,,,,,,1445447.01,,997727.65,500000.0,,511980.35,,985747.3,,,985747.3,,,985747.3,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050418,CNY,合并期末,2020-03-13T09:00:40,000595
20031231,289290099.93,284480925.47,,,,,,297224373.18,211585998.55,,,,,,,,,2474922.59,,11839549.08,52323559.03,19000343.93,,,10434239.11,,,,,,,,,,,,4809174.46,,2499965.86,838715.74,,493806.61,,2844874.99,,,2844874.99,,,2844874.99,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20050330,CNY,合并期末,2020-03-13T09:00:40,000595
20030930,213457483.06,210692628.57,,,,,,212760701.28,159671975.03,,,,,,,,,1956607.15,,8561420.9,29071143.44,13499554.76,,,242616.0,,,,,,,,,,,,2764854.49,,939397.78,1467874.68,,-2175756.9,,4583029.36,,,4583029.36,,,4583029.36,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20041026,CNY,合并期末,2020-03-13T09:00:40,000595
20030630,141911221.51,139962392.5,,,,,,148097267.62,112999902.76,,,,,,,,,1443997.95,,5306440.94,19869352.52,8477573.45,,,,,,,,,,,,,,,1948829.01,,-6186046.11,1462874.68,,-2514144.85,,-2209026.58,,,-2209026.58,,,-2209026.58,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040813,CNY,合并期末,2020-03-13T09:00:40,000595
20030331,57174150.93,55931840.1,,,,,,67433847.05,48570493.12,,,,,,,,,644983.19,,2496421.1,10457528.47,5264421.17,,,,,,,,,,,,,,,1242310.83,,-10259696.12,1442264.0,,-2723368.27,,-6094063.85,,,-6094063.85,,,-6094063.85,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040423,CNY,合并期末,2020-03-13T09:00:40,000595
20021231,344627798.34,338677925.78,,,,,,413330915.73,304920469.47,,,,,,,,,-1629202.25,,17094517.15,71719292.71,21225838.65,,,-5396198.02,,,,,,,,,,,,5949872.56,,-74099315.41,7649557.19,,12103727.43,,-78553485.65,284936.65,,-78838422.3,,,-78697073.65,,-141348.65,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20040423,CNY,合并期末,2020-03-13T09:00:40,000595
20020930,222302522.11,217908104.52,,,,,,256554534.5,182407421.88,,,,,,,,,-2378882.1,,10104946.95,50588473.87,15832573.9,,,-5936544.65,,,,,,,,,,,,4394417.59,,-40188557.04,155787.51,,4483721.36,,-44516490.89,,,-44516490.89,,,-44516490.89,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20031029,CNY,合并期末,2020-03-13T09:00:40,000595
20020630,149907349.79,147146525.5,,,,,,173005580.59,123408893.86,,,,,,,,,-2785112.04,,8983079.37,33882643.68,9516075.72,,,23804.7,,,,,,,,,,,,2760824.29,,-23074426.1,59650.32,,4258421.58,,-27273197.36,,,-27273197.36,,,-25698338.93,,-1574858.43,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20020822,CNY,合并期末,2020-03-13T09:00:40,000595
20020331,70126699.13,68176859.48,,,,,,69302753.44,55125836.55,,,,,,,,,-3274322.68,,3837802.72,7934479.75,5678957.1,,,238278.41,,,,,,,,,,,,1949839.65,,1062224.1,,,826292.22,,235931.88,177153.65,,58778.23,,,804971.12,,-746192.89,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20020423,CNY,合并期末,2020-03-13T09:00:40,000595
20011231,390877129.0,384832549.72,,,,,,398100702.64,302999526.12,,,,,,,,,1839697.74,,17394116.81,59188812.5,16678549.47,,,137547.28,,,,,,,,,,,,6044579.28,,-7086026.36,1507257.62,,1302494.0,,-6881262.74,-6876183.22,,-5079.52,,,302739.69,,-307819.21,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20030417,CNY,合并期末,2020-03-13T09:00:40,000595
20010630,216606530.28,210505317.89,,,,,,203299350.25,160986033.57,,,,,,,,,969699.05,,10458223.02,21156138.4,9729256.21,,,-716298.0,,,,,,,,,,,,6101212.39,,12590882.03,1330628.11,,906387.44,,13015122.7,4841551.09,,8173571.61,,,7609698.44,,563873.17,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20020822,CNY,合并期末,2020-03-13T09:00:40,000595
20001231,481908505.93,474127716.52,,,,,,480889142.12,389124608.46,,,,,,,,,3722219.61,,21461793.57,52508701.2,14448358.49,,,-7379.38,,,,,,,,8388618.19,,,,7780789.41,,9400602.62,236760.96,,2126583.45,,7510780.13,5591574.43,,1919205.7,,,2223132.57,,-303926.87,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20010307,CNY,合并期末,2020-03-13T09:00:40,000595
20000630,253922016.37,248484306.39,,,,,,252209775.11,205418689.93,,,,,,,,,2080530.61,,9653244.26,26935606.82,8121703.49,,,,,,,,,,,,,,,5437709.98,,1712241.26,157965.73,,1531917.87,,338289.12,681536.25,,-343247.13,,,479160.81,,-822407.94,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20000729,CNY,合并期末,2020-03-13T09:00:40,000595
19991231,498189787.08,492057732.78,,,,,,494487999.77,403227421.5,,,,,,,,,2295371.33,,23187985.21,40483992.8,23795472.96,,,,,,,,,,,1102171.09,,,,6132054.3,,4803958.4,2418421.0,,1360685.28,,5861694.12,-683493.17,,6545187.29,,,6955158.06,,-409970.77,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20000226,CNY,合并期末,2020-03-13T09:00:40,000595
19990630,236941092.67,234058694.14,,,,,,237288989.07,196159516.03,,,,,,,,,806964.31,,9500322.88,19668748.89,11153436.96,,,,,,,,,,,,,,,2882398.53,,-347896.4,2408787.17,,365656.16,,1695234.61,745538.27,,949696.34,,,936598.62,,13097.72,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,19990805,CNY,合并期末,2020-03-13T09:00:40,000595
19981231,384865144.9,382367145.49,,,,,,406186168.92,317621035.31,,,,,,,,,1763242.68,,20269789.07,40947783.63,25584318.23,,,,,,,,,,,36232079.4,,,,2497999.41,,13832271.83,169597.23,,1968025.52,,12033843.54,4445061.66,,7588781.88,,,7588781.88,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,19990330,CNY,合并期末,2020-03-13T09:00:40,000595
19980630,214431144.17,212635773.36,,,,,,208889042.86,166700260.33,,,,,,,,,1326632.23,,9897924.31,19599787.03,11364438.96,,,,,,,,,,,21206447.0,,,,1795370.81,,26748548.31,79380.68,,626675.62,,26201253.37,8682176.54,,17519076.83,,,17519076.83,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,19980806,CNY,合并期末,2020-03-13T09:00:40,000595
19971231,500427157.46,497995228.33,,,,,,455583727.61,365811315.28,,,,,,,,,4327895.0,,17540320.34,37085477.84,30818719.15,,,,,,,,,,,11853443.0,,,,2431929.13,,56696872.85,224151.67,,3356466.23,,53564558.29,7952356.42,,45612201.87,,,45612201.87,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,19980313,CNY,合并期末,2020-03-13T09:00:40,000595
19970630,193563568.27,192000254.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563313.28,,10417000.13,,,,,10417000.13,3438233.42,,6978766.71,,,6978766.71,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,19970822,CNY,合并期末,2020-03-13T09:00:40,000595
19961231,414252848.42,413011260.22,,,,,,369023000.49,289824120.77,,,,,,,,,2283908.44,,16371904.56,41088304.41,19454762.31,,,,,,,,,,,,,,,1241588.2,,45229847.92,750475.7,,3759534.45,,42220789.17,13935917.79,,28284871.38,,,28284871.38,,,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,19970325,CNY,合并期末,2020-03-13T09:00:40,000595
19960630,237079011.94,236953126.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125885.31,,18046875.22,,,,,18046875.22,5955569.87,,12091305.35,,,12091305.35,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19960821,CNY,合并期末,2020-03-13T09:00:40,000595
19951231,414388566.74,414388566.74,,,,,,385974069.2,299134471.03,,,,,,,,,1821044.18,,11595384.61,51282146.44,22141022.94,,,,,,,,,,,5516775.25,,,,,,33931272.79,1235809.43,,9643943.88,,25523138.34,9742949.82,,15780188.52,,,15780188.52,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19960416,CNY,合并期末,2020-03-13T09:00:40,000595
19941231,369709968.83,369709968.83,,,,,,328070339.1,244799758.8,,,,,,,,,1048804.08,,11685663.8,58959766.7,11576345.72,,,,,,,,,,,,,,,,,41639629.73,1958756.4,,5001605.43,,38596780.7,16320741.78,,22276038.92,,,22276038.92,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19960416,CNY,合并期末,2020-03-13T09:00:40,000595
19931231,332101589.59,332101589.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32473797.71,,,,,32473797.71,,,21757444.47,,,21757444.47,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19931231,CNY,合并期末,2020-03-13T09:00:40,000595
19921231,199943978.31,199943978.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10495365.87,,,,,10495365.87,,,7031895.13,,,7031895.13,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19921231,CNY,合并期末,2020-03-13T09:00:40,000595
20250930,1180789808.79,1180789808.79,,,,,,1132487675.86,1018936351.17,,,,,,,,,5996085.98,30483118.21,22700105.04,43915084.6,10456930.86,13336489.72,,1449959.83,,,,,59680.56,,,,4822654.32,-1463684.49,437526.05,,-1240348.52,52367920.68,135927.82,,989363.21,,51514485.29,6539927.39,,44974557.9,44974557.9,,43992286.86,,982271.04,818916.41,818916.41,1739818.66,,,1739818.66,,-920902.25,,,,,,,,,-920902.25,,,45793474.31,44811203.27,982271.04,0.0652,0.0652,定期报告,未审计,20251024,CNY,合并期末,2025-10-23T12:40:09,002333
20250630,766412155.85,766412155.85,,,,,,735657878.39,664171122.12,,,,,,,,,3972759.37,15735246.91,14335204.74,28711258.92,8732286.33,10379557.59,,347171.36,,,,,79198.29,,,,3809092.99,114951.11,3986500.98,,-353773.2,38737418.99,48833.03,,550172.08,,38236079.94,5561872.27,,32674207.67,32674207.67,,31419852.02,,1254355.65,-531654.07,-531654.07,147232.1,,,147232.1,,-678886.17,,,,,,,,,-678886.17,,,32142553.6,30888197.95,1254355.65,0.0466,0.0466,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T14:14:04,002333
20250331,380168201.45,380168201.45,,,,,,369071355.26,331943256.71,,,,,,,,,1891696.23,10636555.57,6031865.83,14302980.35,4265000.57,5024722.27,,597955.08,,,,,449589.21,,,,2795396.07,-1207595.51,5158157.58,,-136372.65,18753975.97,21864.14,,346919.55,,18428920.56,3592120.64,,14836799.92,14836799.92,,13930793.26,,906006.66,,,,,,,,,,,,,,,,,,,,14836799.92,13930793.26,906006.66,0.0206,0.0206,定期报告,未审计,20250506,CNY,合并期末,2025-04-28T14:26:07,002333
20241231,1674565896.15,1674565896.15,,,,,,1601877393.95,1453366515.22,,,,,,,,,8269321.44,32530667.37,26059289.09,65826845.43,15824755.4,20876939.13,,6459386.65,,,,,,,,,6104498.44,-6075351.99,-25701724.26,,-376288.29,53099022.75,262010.44,,747409.36,,52613623.83,-1052510.79,,53666134.62,53666134.62,,51116946.34,,2549188.28,-419260.72,-419260.72,-322656.74,,,-322656.74,,-96603.98,,,,,,,,,-96603.98,,0.0,53246873.9,50697685.62,2549188.28,0.0757,0.0757,定期报告,是,20250407,CNY,合并期末,2025-04-06T09:37:16,002333
20240930,1202974662.73,1202974662.73,,,,,,1151574051.32,1035595607.57,,,,,,,,,5914143.08,34194150.17,19014761.38,44791662.0,12063727.12,15919832.28,,6013941.58,,,,,20555.38,,,,4912735.9,-2297029.14,-10974747.41,,-518566.77,48557500.95,137428.7,,376606.87,,48318322.78,1310844.25,,47007478.53,47007478.53,,44773146.55,,2234331.98,,,,,,,,,,,,,,,,,,,,47007478.53,44773146.55,2234331.98,0.0663,0.0663,定期报告,未审计,20251024,CNY,合并期末,2024-10-28T11:37:03,002333
20240630,769690525.67,769690525.67,,,,,,731931059.88,660561239.72,,,,,,,,,4096572.61,16203193.6,12636822.32,30107514.94,8325716.69,10992565.18,,5282764.11,,,,,6808.06,,,,3941844.61,-1138760.93,-7505658.6,,-903015.49,37443447.55,102000.46,,290017.75,,37255430.26,3674836.66,,33580593.6,33580593.6,,31676366.37,,1904227.23,,,,,,,,,,,,,,,,,,,,33580593.6,31676366.37,1904227.23,0.0469,0.0469,定期报告,未审计,20250827,CNY,合并期末,2024-08-22T14:07:12,002333
20240331,328103665.1,328103665.1,,,,,,317023588.04,282176928.82,,,,,,,,,2317669.78,7762297.19,6583691.03,14448694.83,3734306.39,4842941.08,,4828291.14,,,,,258983.32,,,,1103509.23,-226773.13,8585723.47,,-83555.95,25546255.14,101800.43,,161740.18,,25486315.39,5075405.92,,20410909.47,20410909.47,,19530645.6,,880263.87,,,,,,,,,,,,,,,,,,,,20410909.47,19530645.6,880263.87,0.0289,0.0289,定期报告,未审计,20250506,CNY,合并期末,2024-04-25T17:52:03,002333
20231231,1642825786.06,1642825786.06,,,,,,1576003854.01,1411907344.78,,,,,,,,,10079406.56,32507670.69,30572370.86,76443802.6,14493258.52,19232471.99,,13787176.53,,,,,,,,,9869301.89,-1979184.65,-22581420.69,,-2625790.68,63292014.45,438898.27,,3599895.26,,60131017.46,3846443.89,,56284573.57,56284573.57,,52231748.83,,4052824.74,,,,,,,,,,,,,,,,,,,,56284573.57,52231748.83,4052824.74,0.0778,0.0778,定期报告,是,20250407,CNY,合并期末,2024-04-25T17:52:03,002333
20230930,1169266366.7,1169266366.7,,,,,,1112043187.92,1002296390.43,,,,,,,,,7551600.96,19521445.99,22774395.15,48368478.92,11530876.47,14651300.92,,13099072.72,,,,,602325.0,,,,7015585.96,-6920895.22,-6597003.84,,-181730.67,64240532.73,35109.46,,88824.75,,64186817.44,7960178.21,,56226639.23,56226639.23,,52336619.67,,3890019.56,,,,,,,,,,,,,,,,,,,,56226639.23,52336619.67,3890019.56,0.0778,0.0778,定期报告,未审计,20241029,CNY,合并期末,2023-10-26T12:57:05,002333
20230630,723204672.38,723204672.38,,,,,,690640062.9,616065228.71,,,,,,,,,5253263.07,12986047.68,15307506.25,32650471.14,8377546.05,10139416.2,,12859340.26,,,,,51747.22,,,,2388718.82,-2995983.02,-3355994.09,,-113545.82,41398892.85,40300.2,,64251.72,,41374941.33,6017015.99,,35357925.34,35357925.34,,32763655.37,,2594269.97,,,,,,,,,,,,,,,,,,,,35357925.34,32763655.37,2594269.97,0.0488,0.0488,定期报告,未审计,20240823,CNY,合并期末,2023-08-23T12:47:05,002333
20230331,387620217.22,387620217.22,,,,,,372730719.31,335025255.36,,,,,,,,,2893334.84,6788057.35,8629579.77,16269181.34,3125310.65,4002305.19,,12067550.65,,,,,121786.3,,,,1536132.68,-808686.62,1768448.79,,17746.35,29592476.06,300.0,,34239.87,,29558536.19,4001719.58,,25556816.61,25556816.61,,23601462.08,,1955354.53,,,,,,,,,,,,,,,,,,,,25556816.61,23601462.08,1955354.53,0.0354,0.0354,定期报告,未审计,20240426,CNY,合并期末,2024-04-25T17:52:03,002333
20221231,1379611172.4,1379611172.4,,,,,,1385917794.65,1237951947.1,,,,,,,,,8802258.32,31020798.04,33533403.98,68010337.71,6599049.5,9649493.32,,2947767.75,,,,,-177583.83,,,,8983385.28,-25536127.86,-25906623.74,,-3003469.61,-48999274.26,1035778.04,,5413771.52,,-53377267.74,-8606570.78,,-44770696.96,-44770696.96,,-49254232.38,,4483535.42,4306215.93,4306215.93,4306215.93,,,4306215.93,,,,,,,,,,,,,,-40464481.03,-44948016.45,4483535.42,-0.0755,-0.0755,定期报告,是,20240426,CNY,合并期末,2024-04-25T17:52:03,002333
20220930,956332278.11,956332278.11,,,,,,953355554.79,853574086.35,,,,,,,,,6629938.86,30468670.38,21352477.99,39646559.37,1683821.84,3833532.38,,2473144.3,,,,,-9570.08,,,,3342276.33,-7310150.52,-2910071.75,,-2599800.79,-4037449.19,433.55,,1640804.89,,-5677820.53,7063315.92,,-12741136.45,-12741136.45,,-15795444.0,,3054307.55,4306215.93,4306215.93,4306215.93,,,4306215.93,,,,,,,,,,,,,,-8434920.52,-11489228.07,3054307.55,-0.0242,-0.0242,定期报告,未审计,20231027,CNY,合并期末,2022-10-28T11:02:03,002333
20220630,612683389.48,612683389.48,,,,,,609719743.76,546834150.96,,,,,,,,,3150551.56,19989332.72,13111708.11,25617624.69,1016375.72,2232632.58,,2096590.13,,,,,-26600.3,,,,2848080.88,-8411002.38,-1606444.28,,-1298884.78,-3434615.01,433.55,,1440531.47,,-4874712.93,3689613.51,,-8564326.44,-8564326.44,,-10856796.93,,2292470.49,4306215.93,4306215.93,4306215.93,,,4306215.93,,,,,,,,,,,,,,-4258110.51,-6550581.0,2292470.49,-0.0166,-0.0166,定期报告,未审计,20230824,CNY,合并期末,2022-08-26T12:47:12,002333
20220331,288227021.09,288227021.09,,,,,,287677971.78,256335953.81,,,,,,,,,2329534.25,9600519.86,6494306.56,13083068.82,-165411.52,29849.41,,484469.04,,,,,420819.17,,,,827697.47,688218.85,-1460434.28,,-655948.06,853871.5,43.0,,422552.26,,431362.24,1753660.63,,-1322298.39,-1322298.39,,-2752155.81,,1429857.42,4490655.25,4490655.25,4490655.25,,,4490655.25,,,,,,,,,,,,,,3168356.86,1738499.44,1429857.42,-0.0042,-0.0042,定期报告,未审计,20230428,CNY,合并期末,2023-04-27T14:52:13,002333
20211231,1443023624.24,1443023624.24,,,,,,1382784163.81,1254964621.02,,,,,,,,,7257075.66,43601224.83,27048057.77,50975816.34,-1062631.81,1901949.32,,9945066.05,,,,,169298.9,,,,3892915.21,-9646952.02,-7543861.13,,-1447547.54,55608379.9,749031.59,,4485254.36,,51872157.13,12564679.4,,39307477.73,39307477.73,,33650476.45,,5657001.28,-1624999.9,-1624999.9,-1624999.9,,,-1624999.9,,,,,,,,,,,,,,37682477.83,32025476.55,5657001.28,0.0536,0.0536,定期报告,是,20230428,CNY,合并期末,2022-04-26T15:57:04,002333
20210930,940374043.46,940374043.46,,,,,,912856201.9,839456464.53,,,,,,,,,5030392.91,22415505.15,17087918.55,30700894.98,-1834974.22,570095.91,,6372375.63,,,,,2351634.41,,,,574433.31,-2355474.41,-1974877.91,,-1549853.49,30936079.1,53012.09,,1258306.29,,29730784.9,8680490.65,,21050294.25,21050294.25,,15718811.06,,5331483.19,,,,,,,,,,,,,,,,,,,,21050294.25,15718811.06,5331483.19,0.0254,0.0254,定期报告,未审计,20221029,CNY,合并期末,2021-10-27T11:57:05,002333
20210630,571447871.56,571447871.56,,,,,,552535129.25,507314039.5,,,,,,,,,3432424.4,13122013.47,10880640.39,19394161.0,-1608149.51,356318.2,,3580064.65,,,,,1518189.46,,,,460172.59,-2426183.59,-1026916.9,,-352711.51,20665357.01,20.08,,1008570.6,,19656806.49,6286716.06,,13370090.43,13370090.43,,10533301.66,,2836788.77,-1197916.59,-1197916.59,-1197916.59,,,-1197916.59,,,,,,,,,,,,,,12172173.84,9335385.07,2836788.77,0.0175,0.0175,定期报告,未审计,20220827,CNY,合并期末,2021-08-25T13:07:04,002333
20210331,210207833.61,210207833.61,,,,,,204544691.98,182559396.04,,,,,,,,,1640326.9,5839823.67,6777062.41,8668038.08,-939955.12,151875.01,,238062.82,,,,,1167037.39,,,,151366.03,209572.24,-34871.06,,-77863.84,7316445.21,,,726407.72,,6590037.49,4140528.15,,2449509.34,2449509.34,,937273.26,,1512236.08,-312499.98,-312499.98,-312499.98,,,-312499.98,,,,,,,,,,,,,,2137009.36,624773.28,1512236.08,0.0014,0.0014,定期报告,未审计,20220427,CNY,合并期末,2022-04-26T15:57:04,002333
20201231,839763454.35,839763454.35,,,,,,824418718.9,737328077.31,,,,,,,,,6744937.07,17011181.24,30891697.49,35475469.83,-3032644.04,105494.37,,11335730.72,-1009266.97,,,,8284.93,,,,1057241.06,-861698.21,-1753942.17,,-523976.84,24606374.94,6050898.22,,7533658.9,,23123614.26,-2216040.52,,25339654.78,25339654.78,,26875325.94,,-1535671.16,208333.32,208333.32,208333.32,,,208333.32,,,,,,,,,,,,,,25547988.1,27083659.26,-1535671.16,0.0535,0.0535,定期报告,是,20220427,CNY,合并期末,2022-04-26T15:57:04,002333
20200930,431177867.69,431177867.69,,,,,,450053970.09,398058766.25,,,,,,,,,4799249.2,3614537.42,21289301.03,23926345.86,-1634229.67,,,8925333.22,-708819.65,,,,834800.28,,,,792763.91,-726785.83,-1042135.66,,-688731.84,-10780858.32,532064.04,,5338804.45,,-15587598.73,1092751.34,,-16680350.07,-16680350.07,,-14102181.58,,-2578168.49,,,,,,,,,,,,,,,,,,,,-16680350.07,-14102181.58,-2578168.49,-0.0216,-0.0216,定期报告,未审计,20211028,CNY,合并期末,2020-10-28T11:02:04,002333
20200630,255457730.01,255457730.01,,,,,,275275324.95,238139326.75,,,,,,,,,3030822.14,2577020.81,15887801.12,16851384.57,-1211030.44,,,4643679.75,-1089560.42,,,,1283191.77,,,,542243.77,-453642.63,-1202349.57,,-404724.27,-15409196.12,530987.38,,5211972.47,,-20090181.21,1688728.79,,-21778910.0,-21778910.0,,-19445752.95,,-2333157.05,,,,,,,,,,,,,,,,,,,,-21778910.0,-19445752.95,-2333157.05,-0.0387,-0.0387,定期报告,未审计,20210826,CNY,合并期末,2020-08-24T11:22:03,002333
20200331,88201393.68,88201393.68,,,,,,107774647.44,90515175.56,,,,,,,,,1166315.79,1367205.58,7421481.98,8058324.92,-753856.39,,,770895.31,-98580.48,,,,2532504.13,,,,153476.14,-3031867.76,70539.26,,-438101.75,-19515808.43,628.14,,5020664.19,,-24535844.48,1710068.7,,-26245913.18,-26245913.18,,-24968365.32,,-1277547.86,,,,,,,,,,,,,,,,,,,,-26245913.18,-24968365.32,-1277547.86,-0.0497,-0.0497,定期报告,未审计,20210428,CNY,合并期末,2021-04-27T15:37:03,002333
20191231,711438973.51,711438973.51,,,,,,785988504.82,658444400.21,,,,,,,,,6398117.26,12955790.34,68755564.25,41029794.0,-1595161.24,837.0,,97117736.42,-4016474.21,,,,1731657.54,,,,7056970.48,-22831979.88,-139453.28,,30478738.04,38864138.01,67025.78,,1608754.04,,37322409.75,-3348335.55,,40670745.3,40670745.3,,48998697.91,,-8327952.61,,,,,,,,,,,,,,,,,,,,40670745.3,48998697.91,-8327952.61,0.0975,0.0975,定期报告,是,20210428,CNY,合并期末,2021-04-27T15:37:03,002333
20190930,535066418.0,535066418.0,,,,,,598506255.97,504761762.88,,,,,,,,,4425435.85,8228612.21,51207008.91,30875301.81,-991865.69,,,99068513.49,-1755575.15,,,,1300259.5,,,,3266217.7,400336.9,-100000.0,,-145295.89,40350193.73,573458.44,,1549273.1,,39374379.07,7464120.09,,31910258.98,31910258.98,,38142016.96,,-6231757.98,,,,,,,,,,,,,,,,,,,,31910258.98,38142016.96,-6231757.98,0.0759,0.0759,定期报告,未审计,20201029,CNY,合并期末,2020-03-13T09:00:40,002333
20190630,356254588.92,356254588.92,,,,,,401184768.83,339219191.37,,,,,,,,,2918544.76,5805169.04,32981636.56,20953142.17,-692915.07,,,94973688.63,-1291681.64,,,,1612796.46,,,,1748223.24,244279.0,-2646.68,,-51672.08,53594488.66,546521.13,,1316833.79,,52824176.0,828624.99,,51995551.01,51995551.01,,54079980.7,,-2084429.69,,,,,,,,,,,,,,,,,,,,51995551.01,54079980.7,-2084429.69,0.1076,0.1076,定期报告,未审计,20200825,CNY,合并期末,2020-03-13T09:00:40,002333
